MAE,MSE,RMSE,R2,model
0.07059079705996042,0.028267740666866777,0.16813013015776435,0.01464225716595513,RandomForest
0.07007081116366601,0.0282884455016979,0.16819169272499132,0.013920527419125306,GradientBoosting
0.0700878413683904,0.02854898762936358,0.16896445670425358,0.004838542202997065,Ridge
0.07005282672405565,0.02855390800903236,0.16897901647551497,0.004667027462521123,LinearRegression
0.06995146473996637,0.02857967458587709,0.16905524122569252,0.0037688553624055654,ElasticNet
0.06990443417374653,0.02859640500749692,0.1691047161006958,0.003185665829210871,Lasso
0.07150841474420522,0.03001268126132858,0.1732416845373208,-0.0461829338459927,DecisionTree
0.13959987475681623,0.07109831507738242,0.26664267302399747,-1.4783471763652094,AdaBoost
